"Year","Rate","Bracket","Type"
1980,0.28,10100,"Married Filing Separately"
1980,0.32,12300,"Married Filing Separately"
1980,0.37,14950,"Married Filing Separately"
1980,0.43,17600,"Married Filing Separately"
1980,0.49,22900,"Married Filing Separately"
1980,0.54,30000,"Married Filing Separately"
1980,0.59,42800,"Married Filing Separately"
1980,0.64,54700,"Married Filing Separately"
1980,0.68,81200,"Married Filing Separately"
1980,0.7,107700,"Married Filing Separately"
1979,0,0,"Married Filing Separately"
1979,0.14,1700,"Married Filing Separately"
1979,0.16,2750,"Married Filing Separately"
1979,0.18,3800,"Married Filing Separately"
1979,0.21,5950,"Married Filing Separately"
1979,0.24,8000,"Married Filing Separately"
1979,0.28,10100,"Married Filing Separately"
1979,0.32,12300,"Married Filing Separately"
1979,0.37,14950,"Married Filing Separately"
1979,0.43,17600,"Married Filing Separately"
1979,0.49,22900,"Married Filing Separately"
1979,0.54,30000,"Married Filing Separately"
1979,0.59,42800,"Married Filing Separately"
1979,0.64,54700,"Married Filing Separately"
1979,0.68,81200,"Married Filing Separately"
1979,0.7,107700,"Married Filing Separately"
1978,0,0,"Married Filing Separately"
1978,0.14,1600,"Married Filing Separately"
1978,0.15,2100,"Married Filing Separately"
1978,0.16,2600,"Married Filing Separately"
1978,0.17,3100,"Married Filing Separately"
1978,0.19,3600,"Married Filing Separately"
1978,0.22,5600,"Married Filing Separately"
1978,0.25,7600,"Married Filing Separately"
1978,0.28,9500,"Married Filing Separately"
1978,0.32,11600,"Married Filing Separately"
1978,0.36,13600,"Married Filing Separately"
1978,0.39,15600,"Married Filing Separately"
1978,0.42,17600,"Married Filing Separately"
1978,0.45,19600,"Married Filing Separately"
1978,0.48,21600,"Married Filing Separately"
1978,0.5,23600,"Married Filing Separately"
1978,0.53,27300,"Married Filing Separately"
1978,0.55,33600,"Married Filing Separately"
1978,0.58,39600,"Married Filing Separately"
1978,0.6,45600,"Married Filing Separately"
1978,0.62,51600,"Married Filing Separately"
1978,0.64,61600,"Married Filing Separately"
1978,0.66,71600,"Married Filing Separately"
1978,0.68,81600,"Married Filing Separately"
1978,0.69,91600,"Married Filing Separately"
1978,0.7,101600,"Married Filing Separately"
1977,0,0,"Married Filing Separately"
1977,0.14,1600,"Married Filing Separately"
1977,0.15,2100,"Married Filing Separately"
1977,0.16,2600,"Married Filing Separately"
1977,0.17,3100,"Married Filing Separately"
1977,0.19,3600,"Married Filing Separately"
1977,0.22,5600,"Married Filing Separately"
1977,0.25,7600,"Married Filing Separately"
1977,0.28,9500,"Married Filing Separately"
1977,0.32,11600,"Married Filing Separately"
1977,0.36,13600,"Married Filing Separately"
1977,0.39,15600,"Married Filing Separately"
1977,0.42,17600,"Married Filing Separately"
1977,0.45,19600,"Married Filing Separately"
1977,0.48,21600,"Married Filing Separately"
1977,0.5,23600,"Married Filing Separately"
1977,0.53,27300,"Married Filing Separately"
1977,0.55,33600,"Married Filing Separately"
1977,0.58,39600,"Married Filing Separately"
1977,0.6,45600,"Married Filing Separately"
1977,0.62,51600,"Married Filing Separately"
1977,0.64,61600,"Married Filing Separately"
1977,0.66,71600,"Married Filing Separately"
1977,0.68,81600,"Married Filing Separately"
1977,0.69,91600,"Married Filing Separately"
1977,0.7,101600,"Married Filing Separately"
1976,0.14,0,"Married Filing Separately"
1976,0.15,500,"Married Filing Separately"
1976,0.16,1000,"Married Filing Separately"
1976,0.17,1500,"Married Filing Separately"
1976,0.19,2000,"Married Filing Separately"
1976,0.22,4000,"Married Filing Separately"
1976,0.25,6000,"Married Filing Separately"
1976,0.28,8000,"Married Filing Separately"
1976,0.32,10000,"Married Filing Separately"
1976,0.36,12000,"Married Filing Separately"
1976,0.39,14000,"Married Filing Separately"
1976,0.42,16000,"Married Filing Separately"
1976,0.45,18000,"Married Filing Separately"
1976,0.48,20000,"Married Filing Separately"
1976,0.5,22000,"Married Filing Separately"
1976,0.53,26000,"Married Filing Separately"
1976,0.55,32000,"Married Filing Separately"
1976,0.58,38000,"Married Filing Separately"
1976,0.6,44000,"Married Filing Separately"
1976,0.62,50000,"Married Filing Separately"
1976,0.64,60000,"Married Filing Separately"
1976,0.66,70000,"Married Filing Separately"
1976,0.68,80000,"Married Filing Separately"
1976,0.69,90000,"Married Filing Separately"
1976,0.7,100000,"Married Filing Separately"
1975,0.14,0,"Married Filing Separately"
1975,0.15,500,"Married Filing Separately"
1975,0.16,1000,"Married Filing Separately"
1975,0.17,1500,"Married Filing Separately"
1975,0.19,2000,"Married Filing Separately"
1975,0.22,4000,"Married Filing Separately"
1975,0.25,6000,"Married Filing Separately"
1975,0.28,8000,"Married Filing Separately"
1975,0.32,10000,"Married Filing Separately"
1975,0.36,12000,"Married Filing Separately"
1975,0.39,14000,"Married Filing Separately"
1975,0.42,16000,"Married Filing Separately"
1975,0.45,18000,"Married Filing Separately"
1975,0.48,20000,"Married Filing Separately"
1975,0.5,22000,"Married Filing Separately"
1975,0.53,26000,"Married Filing Separately"
1975,0.55,32000,"Married Filing Separately"
1975,0.58,38000,"Married Filing Separately"
1975,0.6,44000,"Married Filing Separately"
1975,0.62,50000,"Married Filing Separately"
1975,0.64,60000,"Married Filing Separately"
1975,0.66,70000,"Married Filing Separately"
1975,0.68,80000,"Married Filing Separately"
1975,0.69,90000,"Married Filing Separately"
1975,0.7,100000,"Married Filing Separately"
1974,0.14,0,"Married Filing Separately"
1974,0.15,500,"Married Filing Separately"
1974,0.16,1000,"Married Filing Separately"
1974,0.17,1500,"Married Filing Separately"
1974,0.19,2000,"Married Filing Separately"
1974,0.22,4000,"Married Filing Separately"
1974,0.25,6000,"Married Filing Separately"
1974,0.28,8000,"Married Filing Separately"
1974,0.32,10000,"Married Filing Separately"
1974,0.36,12000,"Married Filing Separately"
1974,0.39,14000,"Married Filing Separately"
1974,0.42,16000,"Married Filing Separately"
1974,0.45,18000,"Married Filing Separately"
1974,0.48,20000,"Married Filing Separately"
1974,0.5,22000,"Married Filing Separately"
1974,0.53,26000,"Married Filing Separately"
1974,0.55,32000,"Married Filing Separately"
1974,0.58,38000,"Married Filing Separately"
1974,0.6,44000,"Married Filing Separately"
1974,0.62,50000,"Married Filing Separately"
1974,0.64,60000,"Married Filing Separately"
1974,0.66,70000,"Married Filing Separately"
1974,0.68,80000,"Married Filing Separately"
1974,0.69,90000,"Married Filing Separately"
1974,0.7,100000,"Married Filing Separately"
1973,0.14,0,"Married Filing Separately"
1973,0.15,500,"Married Filing Separately"
1973,0.16,1000,"Married Filing Separately"
1973,0.17,1500,"Married Filing Separately"
1973,0.19,2000,"Married Filing Separately"
1973,0.22,4000,"Married Filing Separately"
1973,0.25,6000,"Married Filing Separately"
1973,0.28,8000,"Married Filing Separately"
1973,0.32,10000,"Married Filing Separately"
1973,0.36,12000,"Married Filing Separately"
1973,0.39,14000,"Married Filing Separately"
1973,0.42,16000,"Married Filing Separately"
1973,0.45,18000,"Married Filing Separately"
1973,0.48,20000,"Married Filing Separately"
1973,0.5,22000,"Married Filing Separately"
1973,0.53,26000,"Married Filing Separately"
1973,0.55,32000,"Married Filing Separately"
1973,0.58,38000,"Married Filing Separately"
1973,0.6,44000,"Married Filing Separately"
1973,0.62,50000,"Married Filing Separately"
1973,0.64,60000,"Married Filing Separately"
1973,0.66,70000,"Married Filing Separately"
1973,0.68,80000,"Married Filing Separately"
1973,0.69,90000,"Married Filing Separately"
1973,0.7,100000,"Married Filing Separately"
1972,0.14,0,"Married Filing Separately"
1972,0.15,500,"Married Filing Separately"
1972,0.16,1000,"Married Filing Separately"
1972,0.17,1500,"Married Filing Separately"
1972,0.19,2000,"Married Filing Separately"
1972,0.22,4000,"Married Filing Separately"
1972,0.25,6000,"Married Filing Separately"
1972,0.28,8000,"Married Filing Separately"
1972,0.32,10000,"Married Filing Separately"
1972,0.36,12000,"Married Filing Separately"
1972,0.39,14000,"Married Filing Separately"
1972,0.42,16000,"Married Filing Separately"
1972,0.45,18000,"Married Filing Separately"
1972,0.48,20000,"Married Filing Separately"
1972,0.5,22000,"Married Filing Separately"
1972,0.53,26000,"Married Filing Separately"
1972,0.55,32000,"Married Filing Separately"
1972,0.58,38000,"Married Filing Separately"
1972,0.6,44000,"Married Filing Separately"
1972,0.62,50000,"Married Filing Separately"
1972,0.64,60000,"Married Filing Separately"
1972,0.66,70000,"Married Filing Separately"
1972,0.68,80000,"Married Filing Separately"
1972,0.69,90000,"Married Filing Separately"
1972,0.7,100000,"Married Filing Separately"
1971,0.14,0,"Married Filing Separately"
1971,0.15,500,"Married Filing Separately"
1971,0.16,1000,"Married Filing Separately"
1971,0.17,1500,"Married Filing Separately"
1971,0.19,2000,"Married Filing Separately"
1971,0.22,4000,"Married Filing Separately"
1971,0.25,6000,"Married Filing Separately"
1971,0.28,8000,"Married Filing Separately"
1971,0.32,10000,"Married Filing Separately"
1971,0.36,12000,"Married Filing Separately"
1971,0.39,14000,"Married Filing Separately"
1971,0.42,16000,"Married Filing Separately"
1971,0.45,18000,"Married Filing Separately"
1971,0.48,20000,"Married Filing Separately"
1971,0.5,22000,"Married Filing Separately"
1971,0.53,26000,"Married Filing Separately"
1971,0.55,32000,"Married Filing Separately"
1971,0.58,38000,"Married Filing Separately"
1971,0.6,44000,"Married Filing Separately"
1971,0.62,50000,"Married Filing Separately"
1971,0.64,60000,"Married Filing Separately"
1971,0.66,70000,"Married Filing Separately"
1971,0.68,80000,"Married Filing Separately"
1971,0.69,90000,"Married Filing Separately"
1971,0.7,100000,"Married Filing Separately"
1970,0.14,0,"Married Filing Separately"
1970,0.15,500,"Married Filing Separately"
1970,0.16,1000,"Married Filing Separately"
1970,0.17,1500,"Married Filing Separately"
1970,0.19,2000,"Married Filing Separately"
1970,0.22,4000,"Married Filing Separately"
1970,0.25,6000,"Married Filing Separately"
1970,0.28,8000,"Married Filing Separately"
1970,0.32,10000,"Married Filing Separately"
1970,0.36,12000,"Married Filing Separately"
1970,0.39,14000,"Married Filing Separately"
1970,0.42,16000,"Married Filing Separately"
1970,0.45,18000,"Married Filing Separately"
1970,0.48,20000,"Married Filing Separately"
1970,0.5,22000,"Married Filing Separately"
1970,0.53,26000,"Married Filing Separately"
1970,0.55,32000,"Married Filing Separately"
1970,0.58,38000,"Married Filing Separately"
1970,0.6,44000,"Married Filing Separately"
1970,0.62,50000,"Married Filing Separately"
1970,0.64,60000,"Married Filing Separately"
1970,0.66,70000,"Married Filing Separately"
1970,0.68,80000,"Married Filing Separately"
1970,0.69,90000,"Married Filing Separately"
1970,0.7,100000,"Married Filing Separately"
1969,0.14,0,"Married Filing Separately"
1969,0.15,500,"Married Filing Separately"
1969,0.16,1000,"Married Filing Separately"
1969,0.17,1500,"Married Filing Separately"
1969,0.19,2000,"Married Filing Separately"
1969,0.22,4000,"Married Filing Separately"
1969,0.25,6000,"Married Filing Separately"
1969,0.28,8000,"Married Filing Separately"
1969,0.32,10000,"Married Filing Separately"
1969,0.36,12000,"Married Filing Separately"
1969,0.39,14000,"Married Filing Separately"
1969,0.42,16000,"Married Filing Separately"
1969,0.45,18000,"Married Filing Separately"
1969,0.48,20000,"Married Filing Separately"
1969,0.5,22000,"Married Filing Separately"
1969,0.53,26000,"Married Filing Separately"
1969,0.55,32000,"Married Filing Separately"
1969,0.58,38000,"Married Filing Separately"
1969,0.6,44000,"Married Filing Separately"
1969,0.62,50000,"Married Filing Separately"
1969,0.64,60000,"Married Filing Separately"
1969,0.66,70000,"Married Filing Separately"
1969,0.68,80000,"Married Filing Separately"
1969,0.69,90000,"Married Filing Separately"
1969,0.7,100000,"Married Filing Separately"
1968,0.14,0,"Married Filing Separately"
1968,0.15,500,"Married Filing Separately"
1968,0.16,1000,"Married Filing Separately"
1968,0.17,1500,"Married Filing Separately"
1968,0.19,2000,"Married Filing Separately"
1968,0.22,4000,"Married Filing Separately"
1968,0.25,6000,"Married Filing Separately"
1968,0.28,8000,"Married Filing Separately"
1968,0.32,10000,"Married Filing Separately"
1968,0.36,12000,"Married Filing Separately"
1968,0.39,14000,"Married Filing Separately"
1968,0.42,16000,"Married Filing Separately"
1968,0.45,18000,"Married Filing Separately"
1968,0.48,20000,"Married Filing Separately"
1968,0.5,22000,"Married Filing Separately"
1968,0.53,26000,"Married Filing Separately"
1968,0.55,32000,"Married Filing Separately"
1968,0.58,38000,"Married Filing Separately"
1968,0.6,44000,"Married Filing Separately"
1968,0.62,50000,"Married Filing Separately"
1968,0.64,60000,"Married Filing Separately"
1968,0.66,70000,"Married Filing Separately"
1968,0.68,80000,"Married Filing Separately"
1968,0.69,90000,"Married Filing Separately"
1968,0.7,100000,"Married Filing Separately"
1967,0.14,0,"Married Filing Separately"
1967,0.15,500,"Married Filing Separately"
1967,0.16,1000,"Married Filing Separately"
1967,0.17,1500,"Married Filing Separately"
1967,0.19,2000,"Married Filing Separately"
1967,0.22,4000,"Married Filing Separately"
1967,0.25,6000,"Married Filing Separately"
1967,0.28,8000,"Married Filing Separately"
1967,0.32,10000,"Married Filing Separately"
1967,0.36,12000,"Married Filing Separately"
1967,0.39,14000,"Married Filing Separately"
1967,0.42,16000,"Married Filing Separately"
1967,0.45,18000,"Married Filing Separately"
1967,0.48,20000,"Married Filing Separately"
1967,0.5,22000,"Married Filing Separately"
1967,0.53,26000,"Married Filing Separately"
1967,0.55,32000,"Married Filing Separately"
1967,0.58,38000,"Married Filing Separately"
1967,0.6,44000,"Married Filing Separately"
1967,0.62,50000,"Married Filing Separately"
1967,0.64,60000,"Married Filing Separately"
1967,0.66,70000,"Married Filing Separately"
1967,0.68,80000,"Married Filing Separately"
1967,0.69,90000,"Married Filing Separately"
1967,0.7,100000,"Married Filing Separately"
1966,0.14,0,"Married Filing Separately"
1966,0.15,500,"Married Filing Separately"
1966,0.16,1000,"Married Filing Separately"
1966,0.17,1500,"Married Filing Separately"
1966,0.19,2000,"Married Filing Separately"
1966,0.22,4000,"Married Filing Separately"
1966,0.25,6000,"Married Filing Separately"
1966,0.28,8000,"Married Filing Separately"
1966,0.32,10000,"Married Filing Separately"
1966,0.36,12000,"Married Filing Separately"
1966,0.39,14000,"Married Filing Separately"
1966,0.42,16000,"Married Filing Separately"
1966,0.45,18000,"Married Filing Separately"
1966,0.48,20000,"Married Filing Separately"
1966,0.5,22000,"Married Filing Separately"
1966,0.53,26000,"Married Filing Separately"
1966,0.55,32000,"Married Filing Separately"
1966,0.58,38000,"Married Filing Separately"
1966,0.6,44000,"Married Filing Separately"
1966,0.62,50000,"Married Filing Separately"
1966,0.64,60000,"Married Filing Separately"
1966,0.66,70000,"Married Filing Separately"
1966,0.68,80000,"Married Filing Separately"
1966,0.69,90000,"Married Filing Separately"
1966,0.7,100000,"Married Filing Separately"
1965,0.14,0,"Married Filing Separately"
1965,0.15,500,"Married Filing Separately"
1965,0.16,1000,"Married Filing Separately"
1965,0.17,1500,"Married Filing Separately"
1965,0.19,2000,"Married Filing Separately"
1965,0.22,4000,"Married Filing Separately"
1965,0.25,6000,"Married Filing Separately"
1965,0.28,8000,"Married Filing Separately"
1965,0.32,10000,"Married Filing Separately"
1965,0.36,12000,"Married Filing Separately"
1965,0.39,14000,"Married Filing Separately"
1965,0.42,16000,"Married Filing Separately"
1965,0.45,18000,"Married Filing Separately"
1965,0.48,20000,"Married Filing Separately"
1965,0.5,22000,"Married Filing Separately"
1965,0.53,26000,"Married Filing Separately"
1965,0.55,32000,"Married Filing Separately"
1965,0.58,38000,"Married Filing Separately"
1965,0.6,44000,"Married Filing Separately"
1965,0.62,50000,"Married Filing Separately"
1965,0.64,60000,"Married Filing Separately"
1965,0.66,70000,"Married Filing Separately"
1965,0.68,80000,"Married Filing Separately"
1965,0.69,90000,"Married Filing Separately"
1965,0.7,100000,"Married Filing Separately"
1964,0.16,0,"Married Filing Separately"
1964,0.165,500,"Married Filing Separately"
1964,0.175,1000,"Married Filing Separately"
1964,0.18,1500,"Married Filing Separately"
1964,0.2,2000,"Married Filing Separately"
1964,0.235,4000,"Married Filing Separately"
1964,0.27,6000,"Married Filing Separately"
1964,0.305,8000,"Married Filing Separately"
1964,0.34,10000,"Married Filing Separately"
1964,0.375,12000,"Married Filing Separately"
1964,0.41,14000,"Married Filing Separately"
1964,0.445,16000,"Married Filing Separately"
1964,0.475,18000,"Married Filing Separately"
1964,0.505,20000,"Married Filing Separately"
1964,0.535,22000,"Married Filing Separately"
1964,0.56,26000,"Married Filing Separately"
1964,0.585,32000,"Married Filing Separately"
1964,0.61,38000,"Married Filing Separately"
1964,0.635,44000,"Married Filing Separately"
1964,0.66,50000,"Married Filing Separately"
1964,0.685,60000,"Married Filing Separately"
1964,0.71,70000,"Married Filing Separately"
1964,0.735,80000,"Married Filing Separately"
1964,0.75,90000,"Married Filing Separately"
1964,0.765,100000,"Married Filing Separately"
1964,0.77,200000,"Married Filing Separately"
1963,0.2,0,"Married Filing Separately"
1963,0.22,2000,"Married Filing Separately"
1963,0.26,4000,"Married Filing Separately"
