"Year","Rate","Bracket","Type"
1923,0.23,32000,"Married Filing Jointly"
1923,0.24,36000,"Married Filing Jointly"
1923,0.25,38000,"Married Filing Jointly"
1923,0.26,40000,"Married Filing Jointly"
1923,0.27,42000,"Married Filing Jointly"
1923,0.28,44000,"Married Filing Jointly"
1923,0.29,46000,"Married Filing Jointly"
1923,0.3,48000,"Married Filing Jointly"
1923,0.31,50000,"Married Filing Jointly"
1923,0.32,52000,"Married Filing Jointly"
1923,0.33,54000,"Married Filing Jointly"
1923,0.34,56000,"Married Filing Jointly"
1923,0.35,58000,"Married Filing Jointly"
1923,0.36,60000,"Married Filing Jointly"
1923,0.37,62000,"Married Filing Jointly"
1923,0.38,64000,"Married Filing Jointly"
1923,0.39,66000,"Married Filing Jointly"
1923,0.4,68000,"Married Filing Jointly"
1923,0.41,70000,"Married Filing Jointly"
1923,0.42,72000,"Married Filing Jointly"
1923,0.43,74000,"Married Filing Jointly"
1923,0.44,76000,"Married Filing Jointly"
1923,0.45,78000,"Married Filing Jointly"
1923,0.46,80000,"Married Filing Jointly"
1923,0.47,82000,"Married Filing Jointly"
1923,0.48,84000,"Married Filing Jointly"
1923,0.49,86000,"Married Filing Jointly"
1923,0.5,88000,"Married Filing Jointly"
1923,0.51,90000,"Married Filing Jointly"
1923,0.52,92000,"Married Filing Jointly"
1923,0.53,94000,"Married Filing Jointly"
1923,0.54,96000,"Married Filing Jointly"
1923,0.55,98000,"Married Filing Jointly"
1923,0.56,100000,"Married Filing Jointly"
1923,0.57,150000,"Married Filing Jointly"
1923,0.58,200000,"Married Filing Jointly"
1922,0.04,0,"Married Filing Jointly"
1922,0.08,4000,"Married Filing Jointly"
1922,0.09,6000,"Married Filing Jointly"
1922,0.1,10000,"Married Filing Jointly"
1922,0.11,12000,"Married Filing Jointly"
1922,0.12,14000,"Married Filing Jointly"
1922,0.13,16000,"Married Filing Jointly"
1922,0.14,18000,"Married Filing Jointly"
1922,0.16,20000,"Married Filing Jointly"
1922,0.17,22000,"Married Filing Jointly"
1922,0.18,24000,"Married Filing Jointly"
1922,0.19,26000,"Married Filing Jointly"
1922,0.2,28000,"Married Filing Jointly"
1922,0.21,30000,"Married Filing Jointly"
1922,0.23,32000,"Married Filing Jointly"
1922,0.24,36000,"Married Filing Jointly"
1922,0.25,38000,"Married Filing Jointly"
1922,0.26,40000,"Married Filing Jointly"
1922,0.27,42000,"Married Filing Jointly"
1922,0.28,44000,"Married Filing Jointly"
1922,0.29,46000,"Married Filing Jointly"
1922,0.3,48000,"Married Filing Jointly"
1922,0.31,50000,"Married Filing Jointly"
1922,0.32,52000,"Married Filing Jointly"
1922,0.33,54000,"Married Filing Jointly"
1922,0.34,56000,"Married Filing Jointly"
1922,0.35,58000,"Married Filing Jointly"
1922,0.36,60000,"Married Filing Jointly"
1922,0.37,62000,"Married Filing Jointly"
1922,0.38,64000,"Married Filing Jointly"
1922,0.39,66000,"Married Filing Jointly"
1922,0.4,68000,"Married Filing Jointly"
1922,0.41,70000,"Married Filing Jointly"
1922,0.42,72000,"Married Filing Jointly"
1922,0.43,74000,"Married Filing Jointly"
1922,0.44,76000,"Married Filing Jointly"
1922,0.45,78000,"Married Filing Jointly"
1922,0.46,80000,"Married Filing Jointly"
1922,0.47,82000,"Married Filing Jointly"
1922,0.48,84000,"Married Filing Jointly"
1922,0.49,86000,"Married Filing Jointly"
1922,0.5,88000,"Married Filing Jointly"
1922,0.51,90000,"Married Filing Jointly"
1922,0.52,92000,"Married Filing Jointly"
1922,0.53,94000,"Married Filing Jointly"
1922,0.54,96000,"Married Filing Jointly"
1922,0.55,98000,"Married Filing Jointly"
1922,0.56,100000,"Married Filing Jointly"
1922,0.57,150000,"Married Filing Jointly"
1922,0.58,200000,"Married Filing Jointly"
1921,0.04,0,"Married Filing Jointly"
1921,0.08,4000,"Married Filing Jointly"
1921,0.09,5000,"Married Filing Jointly"
1921,0.1,6000,"Married Filing Jointly"
1921,0.11,8000,"Married Filing Jointly"
1921,0.12,10000,"Married Filing Jointly"
1921,0.13,12000,"Married Filing Jointly"
1921,0.14,14000,"Married Filing Jointly"
1921,0.15,16000,"Married Filing Jointly"
1921,0.16,18000,"Married Filing Jointly"
1921,0.17,20000,"Married Filing Jointly"
1921,0.18,22000,"Married Filing Jointly"
1921,0.19,24000,"Married Filing Jointly"
1921,0.2,26000,"Married Filing Jointly"
1921,0.21,28000,"Married Filing Jointly"
1921,0.22,30000,"Married Filing Jointly"
1921,0.23,32000,"Married Filing Jointly"
1921,0.24,34000,"Married Filing Jointly"
1921,0.25,36000,"Married Filing Jointly"
1921,0.26,38000,"Married Filing Jointly"
1921,0.27,40000,"Married Filing Jointly"
1921,0.28,42000,"Married Filing Jointly"
1921,0.29,44000,"Married Filing Jointly"
1921,0.3,46000,"Married Filing Jointly"
1921,0.31,48000,"Married Filing Jointly"
1921,0.32,50000,"Married Filing Jointly"
1921,0.33,52000,"Married Filing Jointly"
1921,0.34,54000,"Married Filing Jointly"
1921,0.35,56000,"Married Filing Jointly"
1921,0.36,58000,"Married Filing Jointly"
1921,0.37,60000,"Married Filing Jointly"
1921,0.38,62000,"Married Filing Jointly"
1921,0.39,64000,"Married Filing Jointly"
1921,0.4,66000,"Married Filing Jointly"
1921,0.41,68000,"Married Filing Jointly"
1921,0.42,70000,"Married Filing Jointly"
1921,0.43,72000,"Married Filing Jointly"
1921,0.44,74000,"Married Filing Jointly"
1921,0.45,76000,"Married Filing Jointly"
1921,0.46,78000,"Married Filing Jointly"
1921,0.47,80000,"Married Filing Jointly"
1921,0.48,82000,"Married Filing Jointly"
1921,0.49,84000,"Married Filing Jointly"
1921,0.5,86000,"Married Filing Jointly"
1921,0.51,88000,"Married Filing Jointly"
1921,0.52,90000,"Married Filing Jointly"
1921,0.53,92000,"Married Filing Jointly"
1921,0.54,94000,"Married Filing Jointly"
1921,0.55,96000,"Married Filing Jointly"
1921,0.56,98000,"Married Filing Jointly"
1921,0.6,100000,"Married Filing Jointly"
1921,0.64,150000,"Married Filing Jointly"
1921,0.68,200000,"Married Filing Jointly"
1921,0.71,300000,"Married Filing Jointly"
1921,0.72,500000,"Married Filing Jointly"
1921,0.73,1000000,"Married Filing Jointly"
1920,0.04,0,"Married Filing Jointly"
1920,0.08,4000,"Married Filing Jointly"
1920,0.09,5000,"Married Filing Jointly"
1920,0.1,6000,"Married Filing Jointly"
1920,0.11,8000,"Married Filing Jointly"
1920,0.12,10000,"Married Filing Jointly"
1920,0.13,12000,"Married Filing Jointly"
1920,0.14,14000,"Married Filing Jointly"
1920,0.15,16000,"Married Filing Jointly"
1920,0.16,18000,"Married Filing Jointly"
1920,0.17,20000,"Married Filing Jointly"
1920,0.18,22000,"Married Filing Jointly"
1920,0.19,24000,"Married Filing Jointly"
1920,0.2,26000,"Married Filing Jointly"
1920,0.21,28000,"Married Filing Jointly"
1920,0.22,30000,"Married Filing Jointly"
1920,0.23,32000,"Married Filing Jointly"
1920,0.24,34000,"Married Filing Jointly"
1920,0.25,36000,"Married Filing Jointly"
1920,0.26,38000,"Married Filing Jointly"
1920,0.27,40000,"Married Filing Jointly"
1920,0.28,42000,"Married Filing Jointly"
1920,0.29,44000,"Married Filing Jointly"
1920,0.3,46000,"Married Filing Jointly"
1920,0.31,48000,"Married Filing Jointly"
1920,0.32,50000,"Married Filing Jointly"
1920,0.33,52000,"Married Filing Jointly"
1920,0.34,54000,"Married Filing Jointly"
1920,0.35,56000,"Married Filing Jointly"
1920,0.36,58000,"Married Filing Jointly"
1920,0.37,60000,"Married Filing Jointly"
1920,0.38,62000,"Married Filing Jointly"
1920,0.39,64000,"Married Filing Jointly"
1920,0.4,66000,"Married Filing Jointly"
1920,0.41,68000,"Married Filing Jointly"
1920,0.42,70000,"Married Filing Jointly"
1920,0.43,72000,"Married Filing Jointly"
1920,0.44,74000,"Married Filing Jointly"
1920,0.45,76000,"Married Filing Jointly"
1920,0.46,78000,"Married Filing Jointly"
1920,0.47,80000,"Married Filing Jointly"
1920,0.48,82000,"Married Filing Jointly"
1920,0.49,84000,"Married Filing Jointly"
1920,0.5,86000,"Married Filing Jointly"
1920,0.51,88000,"Married Filing Jointly"
1920,0.52,90000,"Married Filing Jointly"
1920,0.53,92000,"Married Filing Jointly"
1920,0.54,94000,"Married Filing Jointly"
1920,0.55,96000,"Married Filing Jointly"
1920,0.56,98000,"Married Filing Jointly"
1920,0.6,100000,"Married Filing Jointly"
1920,0.64,150000,"Married Filing Jointly"
1920,0.68,200000,"Married Filing Jointly"
1920,0.71,300000,"Married Filing Jointly"
1920,0.72,500000,"Married Filing Jointly"
1920,0.73,1000000,"Married Filing Jointly"
1919,0.04,0,"Married Filing Jointly"
1919,0.08,4000,"Married Filing Jointly"
1919,0.09,5000,"Married Filing Jointly"
1919,0.1,6000,"Married Filing Jointly"
1919,0.11,8000,"Married Filing Jointly"
1919,0.12,10000,"Married Filing Jointly"
1919,0.13,12000,"Married Filing Jointly"
1919,0.14,14000,"Married Filing Jointly"
1919,0.15,16000,"Married Filing Jointly"
1919,0.16,18000,"Married Filing Jointly"
1919,0.17,20000,"Married Filing Jointly"
1919,0.18,22000,"Married Filing Jointly"
1919,0.19,24000,"Married Filing Jointly"
1919,0.2,26000,"Married Filing Jointly"
1919,0.21,28000,"Married Filing Jointly"
1919,0.22,30000,"Married Filing Jointly"
1919,0.23,32000,"Married Filing Jointly"
1919,0.24,34000,"Married Filing Jointly"
1919,0.25,36000,"Married Filing Jointly"
1919,0.26,38000,"Married Filing Jointly"
1919,0.27,40000,"Married Filing Jointly"
1919,0.28,42000,"Married Filing Jointly"
1919,0.29,44000,"Married Filing Jointly"
1919,0.3,46000,"Married Filing Jointly"
1919,0.31,48000,"Married Filing Jointly"
1919,0.32,50000,"Married Filing Jointly"
1919,0.33,52000,"Married Filing Jointly"
1919,0.34,54000,"Married Filing Jointly"
1919,0.35,56000,"Married Filing Jointly"
1919,0.36,58000,"Married Filing Jointly"
1919,0.37,60000,"Married Filing Jointly"
1919,0.38,62000,"Married Filing Jointly"
1919,0.39,64000,"Married Filing Jointly"
1919,0.4,66000,"Married Filing Jointly"
1919,0.41,68000,"Married Filing Jointly"
1919,0.42,70000,"Married Filing Jointly"
1919,0.43,72000,"Married Filing Jointly"
1919,0.44,74000,"Married Filing Jointly"
1919,0.45,76000,"Married Filing Jointly"
1919,0.46,78000,"Married Filing Jointly"
1919,0.47,80000,"Married Filing Jointly"
1919,0.48,82000,"Married Filing Jointly"
1919,0.49,84000,"Married Filing Jointly"
1919,0.5,86000,"Married Filing Jointly"
1919,0.51,88000,"Married Filing Jointly"
1919,0.52,90000,"Married Filing Jointly"
1919,0.53,92000,"Married Filing Jointly"
1919,0.54,94000,"Married Filing Jointly"
1919,0.55,96000,"Married Filing Jointly"
1919,0.56,98000,"Married Filing Jointly"
1919,0.6,100000,"Married Filing Jointly"
1919,0.64,150000,"Married Filing Jointly"
1919,0.68,200000,"Married Filing Jointly"
1919,0.71,300000,"Married Filing Jointly"
1919,0.72,500000,"Married Filing Jointly"
1919,0.73,1000000,"Married Filing Jointly"
1918,0.06,0,"Married Filing Jointly"
1918,0.12,4000,"Married Filing Jointly"
1918,0.13,5000,"Married Filing Jointly"
1918,0.14,6000,"Married Filing Jointly"
1918,0.15,8000,"Married Filing Jointly"
1918,0.16,10000,"Married Filing Jointly"
1918,0.17,12000,"Married Filing Jointly"
1918,0.18,14000,"Married Filing Jointly"
1918,0.19,16000,"Married Filing Jointly"
1918,0.2,18000,"Married Filing Jointly"
1918,0.21,20000,"Married Filing Jointly"
1918,0.22,22000,"Married Filing Jointly"
1918,0.23,24000,"Married Filing Jointly"
1918,0.24,26000,"Married Filing Jointly"
1918,0.25,28000,"Married Filing Jointly"
1918,0.26,30000,"Married Filing Jointly"
1918,0.27,32000,"Married Filing Jointly"
1918,0.28,34000,"Married Filing Jointly"
1918,0.29,36000,"Married Filing Jointly"
1918,0.3,38000,"Married Filing Jointly"
1918,0.31,40000,"Married Filing Jointly"
1918,0.32,42000,"Married Filing Jointly"
1918,0.33,44000,"Married Filing Jointly"
1918,0.34,46000,"Married Filing Jointly"
1918,0.35,48000,"Married Filing Jointly"
1918,0.36,50000,"Married Filing Jointly"
1918,0.37,52000,"Married Filing Jointly"
1918,0.38,54000,"Married Filing Jointly"
1918,0.39,56000,"Married Filing Jointly"
1918,0.4,58000,"Married Filing Jointly"
1918,0.41,60000,"Married Filing Jointly"
1918,0.42,62000,"Married Filing Jointly"
1918,0.43,64000,"Married Filing Jointly"
1918,0.44,66000,"Married Filing Jointly"
1918,0.45,68000,"Married Filing Jointly"
1918,0.46,70000,"Married Filing Jointly"
1918,0.47,72000,"Married Filing Jointly"
1918,0.48,74000,"Married Filing Jointly"
1918,0.49,76000,"Married Filing Jointly"
1918,0.5,78000,"Married Filing Jointly"
1918,0.51,80000,"Married Filing Jointly"
1918,0.52,82000,"Married Filing Jointly"
1918,0.53,84000,"Married Filing Jointly"
1918,0.54,86000,"Married Filing Jointly"
1918,0.55,88000,"Married Filing Jointly"
1918,0.56,90000,"Married Filing Jointly"
1918,0.57,92000,"Married Filing Jointly"
1918,0.58,94000,"Married Filing Jointly"
1918,0.59,96000,"Married Filing Jointly"
1918,0.6,98000,"Married Filing Jointly"
1918,0.64,100000,"Married Filing Jointly"
1918,0.68,150000,"Married Filing Jointly"
1918,0.72,200000,"Married Filing Jointly"
1918,0.75,300000,"Married Filing Jointly"
1918,0.76,500000,"Married Filing Jointly"
1918,0.77,1000000,"Married Filing Jointly"
1917,0.02,0,"Married Filing Jointly"
1917,0.04,2000,"Married Filing Jointly"
1917,0.05,5000,"Married Filing Jointly"
1917,0.06,7500,"Married Filing Jointly"
1917,0.07,10000,"Married Filing Jointly"
1917,0.08,12500,"Married Filing Jointly"
1917,0.09,15000,"Married Filing Jointly"
1917,0.12,20000,"Married Filing Jointly"
1917,0.16,40000,"Married Filing Jointly"
1917,0.21,60000,"Married Filing Jointly"
1917,0.26,80000,"Married Filing Jointly"
1917,0.31,100000,"Married Filing Jointly"
1917,0.35,150000,"Married Filing Jointly"
1917,0.41,200000,"Married Filing Jointly"
1917,0.46,250000,"Married Filing Jointly"
1917,0.5,300000,"Married Filing Jointly"
1917,0.54,500000,"Married Filing Jointly"
1917,0.59,750000,"Married Filing Jointly"
1917,0.65,1000000,"Married Filing Jointly"
1917,0.66,1500000,"Married Filing Jointly"
1917,0.67,2000000,"Married Filing Jointly"
1916,0.02,0,"Married Filing Jointly"
1916,0.03,20000,"Married Filing Jointly"
1916,0.04,40000,"Married Filing Jointly"
1916,0.05,60000,"Married Filing Jointly"
1916,0.06,80000,"Married Filing Jointly"
1916,0.07,100000,"Married Filing Jointly"
1916,0.08,150000,"Married Filing Jointly"
1916,0.09,200000,"Married Filing Jointly"
1916,0.1,250000,"Married Filing Jointly"
1916,0.11,300000,"Married Filing Jointly"
1916,0.12,500000,"Married Filing Jointly"
1916,0.13,1000000,"Married Filing Jointly"
1916,0.14,1500000,"Married Filing Jointly"
1916,0.15,2000000,"Married Filing Jointly"
1915,0.01,0,"Married Filing Jointly"
1915,0.02,20000,"Married Filing Jointly"
1915,0.03,50000,"Married Filing Jointly"
1915,0.04,75000,"Married Filing Jointly"
1915,0.05,100000,"Married Filing Jointly"
1915,0.06,250000,"Married Filing Jointly"
1915,0.07,500000,"Married Filing Jointly"
1914,0.01,0,"Married Filing Jointly"
1914,0.02,20000,"Married Filing Jointly"
1914,0.03,50000,"Married Filing Jointly"
1914,0.04,75000,"Married Filing Jointly"
1914,0.05,100000,"Married Filing Jointly"
1914,0.06,250000,"Married Filing Jointly"
1914,0.07,500000,"Married Filing Jointly"
1913,0.01,0,"Married Filing Jointly"
1913,0.02,20000,"Married Filing Jointly"
1913,0.03,50000,"Married Filing Jointly"
1913,0.04,75000,"Married Filing Jointly"
1913,0.05,100000,"Married Filing Jointly"
1913,0.06,250000,"Married Filing Jointly"
1913,0.07,500000,"Married Filing Jointly"
2021,0.1,0,"Married Filing Separately"
2021,0.12,9950,"Married Filing Separately"
2021,0.22,40525,"Married Filing Separately"
2021,0.24,86375,"Married Filing Separately"
2021,0.32,164925,"Married Filing Separately"
2021,0.35,209425,"Married Filing Separately"
2021,0.37,314150,"Married Filing Separately"
2020,0.1,0,"Married Filing Separately"
2020,0.12,9875,"Married Filing Separately"
2020,0.22,40125,"Married Filing Separately"
2020,0.24,85525,"Married Filing Separately"
2020,0.32,163300,"Married Filing Separately"
2020,0.35,207350,"Married Filing Separately"
2020,0.37,311025,"Married Filing Separately"
2019,0.1,0,"Married Filing Separately"
2019,0.12,9700,"Married Filing Separately"
2019,0.22,39475,"Married Filing Separately"
2019,0.24,84200,"Married Filing Separately"
2019,0.32,160725,"Married Filing Separately"
2019,0.35,204100,"Married Filing Separately"
2019,0.37,306175,"Married Filing Separately"
2018,0.1,0,"Married Filing Separately"
2018,0.12,9525,"Married Filing Separately"
2018,0.22,38700,"Married Filing Separately"
2018,0.24,82500,"Married Filing Separately"
2018,0.32,157500,"Married Filing Separately"
2018,0.35,200000,"Married Filing Separately"
2018,0.37,300000,"Married Filing Separately"
2017,0.1,0,"Married Filing Separately"
2017,0.15,9235,"Married Filing Separately"
2017,0.25,37950,"Married Filing Separately"
2017,0.28,76550,"Married Filing Separately"
2017,0.33,116675,"Married Filing Separately"
2017,0.35,208350,"Married Filing Separately"
2017,0.396,235350,"Married Filing Separately"
2016,0.1,0,"Married Filing Separately"
2016,0.15,9275,"Married Filing Separately"
2016,0.25,37650,"Married Filing Separately"
2016,0.28,75950,"Married Filing Separately"
2016,0.33,115725,"Married Filing Separately"
2016,0.35,206675,"Married Filing Separately"
2016,0.396,233475,"Married Filing Separately"
2015,0.1,0,"Married Filing Separately"
2015,0.15,9226,"Married Filing Separately"
2015,0.25,37451,"Married Filing Separately"
2015,0.28,75601,"Married Filing Separately"
2015,0.33,115226,"Married Filing Separately"
2015,0.35,205751,"Married Filing Separately"
2015,0.396,232426,"Married Filing Separately"
2014,0.1,0,"Married Filing Separately"
2014,0.15,9076,"Married Filing Separately"
2014,0.25,36901,"Married Filing Separately"
2014,0.28,74426,"Married Filing Separately"
2014,0.33,113426,"Married Filing Separately"
2014,0.35,202551,"Married Filing Separately"
2014,0.396,228801,"Married Filing Separately"
2013,0.1,0,"Married Filing Separately"
2013,0.15,8925,"Married Filing Separately"
2013,0.25,36250,"Married Filing Separately"
2013,0.28,73200,"Married Filing Separately"
2013,0.33,111525,"Married Filing Separately"
2013,0.35,199175,"Married Filing Separately"
2013,0.396,225000,"Married Filing Separately"
2012,0.1,0,"Married Filing Separately"
2012,0.15,8700,"Married Filing Separately"
2012,0.25,35350,"Married Filing Separately"
2012,0.28,71350,"Married Filing Separately"
2012,0.33,108725,"Married Filing Separately"
2012,0.35,194175,"Married Filing Separately"
2011,0.1,0,"Married Filing Separately"
2011,0.15,8500,"Married Filing Separately"
2011,0.25,34500,"Married Filing Separately"
2011,0.28,69675,"Married Filing Separately"
2011,0.33,106150,"Married Filing Separately"
2011,0.35,189575,"Married Filing Separately"
2010,0.1,0,"Married Filing Separately"
2010,0.15,8375,"Married Filing Separately"
2010,0.25,34000,"Married Filing Separately"
2010,0.28,68650,"Married Filing Separately"
2010,0.33,104625,"Married Filing Separately"
2010,0.35,186825,"Married Filing Separately"
2009,0.1,0,"Married Filing Separately"
2009,0.15,8350,"Married Filing Separately"
2009,0.25,33950,"Married Filing Separately"
2009,0.28,68525,"Married Filing Separately"
2009,0.33,104425,"Married Filing Separately"
2009,0.35,186475,"Married Filing Separately"
2008,0.1,0,"Married Filing Separately"
2008,0.15,8025,"Married Filing Separately"
2008,0.25,32550,"Married Filing Separately"
2008,0.28,65725,"Married Filing Separately"
2008,0.33,100150,"Married Filing Separately"
2008,0.35,178850,"Married Filing Separately"
2007,0.1,0,"Married Filing Separately"
2007,0.15,7825,"Married Filing Separately"
2007,0.25,31850,"Married Filing Separately"
2007,0.28,64250,"Married Filing Separately"
2007,0.33,97925,"Married Filing Separately"
2007,0.35,174850,"Married Filing Separately"
2006,0.1,0,"Married Filing Separately"
2006,0.15,7550,"Married Filing Separately"
2006,0.25,30650,"Married Filing Separately"
2006,0.28,61850,"Married Filing Separately"
2006,0.33,94225,"Married Filing Separately"
2006,0.35,168275,"Married Filing Separately"
2005,0.1,0,"Married Filing Separately"
2005,0.15,7300,"Married Filing Separately"
2005,0.25,29700,"Married Filing Separately"
2005,0.28,59975,"Married Filing Separately"
2005,0.33,91400,"Married Filing Separately"
2005,0.35,163225,"Married Filing Separately"
2004,0.1,0,"Married Filing Separately"
2004,0.15,7150,"Married Filing Separately"
2004,0.25,29050,"Married Filing Separately"
2004,0.28,58625,"Married Filing Separately"
2004,0.33,89325,"Married Filing Separately"
2004,0.35,159550,"Married Filing Separately"
2003,0.1,0,"Married Filing Separately"
2003,0.15,7000,"Married Filing Separately"
2003,0.25,23725,"Married Filing Separately"
2003,0.28,57325,"Married Filing Separately"
2003,0.33,87350,"Married Filing Separately"
2003,0.35,155975,"Married Filing Separately"
2002,0.1,0,"Married Filing Separately"
2002,0.15,6000,"Married Filing Separately"
2002,0.27,23350,"Married Filing Separately"
2002,0.3,56425,"Married Filing Separately"
2002,0.35,85975,"Married Filing Separately"
2002,0.386,153525,"Married Filing Separately"
2001,0.15,0,"Married Filing Separately"
2001,0.275,22600,"Married Filing Separately"
2001,0.305,54625,"Married Filing Separately"
2001,0.355,83250,"Married Filing Separately"
2001,0.391,148675,"Married Filing Separately"
2000,0.15,0,"Married Filing Separately"
2000,0.28,21925,"Married Filing Separately"
2000,0.31,52975,"Married Filing Separately"
2000,0.36,80725,"Married Filing Separately"
2000,0.396,144175,"Married Filing Separately"
1999,0.15,0,"Married Filing Separately"
1999,0.28,21525,"Married Filing Separately"
1999,0.31,52025,"Married Filing Separately"
1999,0.36,79275,"Married Filing Separately"
1999,0.396,141575,"Married Filing Separately"
1998,0.15,0,"Married Filing Separately"
1998,0.28,21175,"Married Filing Separately"
1998,0.31,51150,"Married Filing Separately"
1998,0.36,77975,"Married Filing Separately"
1998,0.396,139225,"Married Filing Separately"
1997,0.15,0,"Married Filing Separately"
1997,0.28,20600,"Married Filing Separately"
1997,0.31,49800,"Married Filing Separately"
1997,0.36,75875,"Married Filing Separately"
1997,0.396,135525,"Married Filing Separately"
1996,0.15,0,"Married Filing Separately"
1996,0.28,20050,"Married Filing Separately"
1996,0.31,48450,"Married Filing Separately"
1996,0.36,73850,"Married Filing Separately"
1996,0.396,131875,"Married Filing Separately"
1995,0.15,0,"Married Filing Separately"
1995,0.28,19500,"Married Filing Separately"
1995,0.31,47125,"Married Filing Separately"
1995,0.36,71800,"Married Filing Separately"
1995,0.396,128250,"Married Filing Separately"
1994,0.15,0,"Married Filing Separately"
1994,0.28,19000,"Married Filing Separately"
1994,0.31,45925,"Married Filing Separately"
1994,0.36,70000,"Married Filing Separately"
1994,0.396,125000,"Married Filing Separately"
1993,0.15,0,"Married Filing Separately"
1993,0.28,18450,"Married Filing Separately"
1993,0.31,44575,"Married Filing Separately"
1993,0.36,70000,"Married Filing Separately"
1993,0.396,125000,"Married Filing Separately"
1992,0.15,0,"Married Filing Separately"
1992,0.28,17900,"Married Filing Separately"
1992,0.31,43250,"Married Filing Separately"
1991,0.15,0,"Married Filing Separately"
1991,0.28,17000,"Married Filing Separately"
1991,0.31,41075,"Married Filing Separately"
1990,0.15,0,"Married Filing Separately"
1990,0.28,16225,"Married Filing Separately"
1989,0.15,0,"Married Filing Separately"
1989,0.28,15475,"Married Filing Separately"
1988,0.15,0,"Married Filing Separately"
1988,0.28,14875,"Married Filing Separately"
1987,0.11,0,"Married Filing Separately"
1987,0.15,1500,"Married Filing Separately"
1987,0.28,14000,"Married Filing Separately"
1987,0.35,22500,"Married Filing Separately"
1987,0.385,45000,"Married Filing Separately"
1986,0,0,"Married Filing Separately"
1986,0.11,1835,"Married Filing Separately"
1986,0.12,2970,"Married Filing Separately"
1986,0.14,4100,"Married Filing Separately"
1986,0.16,6420,"Married Filing Separately"
1986,0.18,8635,"Married Filing Separately"
1986,0.22,10900,"Married Filing Separately"
1986,0.25,13275,"Married Filing Separately"
1986,0.28,16135,"Married Filing Separately"
1986,0.33,18990,"Married Filing Separately"
1986,0.38,24710,"Married Filing Separately"
1986,0.42,32375,"Married Filing Separately"
1986,0.45,46185,"Married Filing Separately"
1986,0.49,59025,"Married Filing Separately"
1986,0.5,87625,"Married Filing Separately"
1985,0,0,"Married Filing Separately"
1985,0.11,1770,"Married Filing Separately"
1985,0.12,2860,"Married Filing Separately"
1985,0.14,3955,"Married Filing Separately"
1985,0.16,6195,"Married Filing Separately"
1985,0.18,8325,"Married Filing Separately"
1985,0.22,10510,"Married Filing Separately"
1985,0.25,12800,"Married Filing Separately"
1985,0.28,15560,"Married Filing Separately"
1985,0.33,18315,"Married Filing Separately"
1985,0.38,23835,"Married Filing Separately"
1985,0.42,31225,"Married Filing Separately"
1985,0.45,44545,"Married Filing Separately"
1985,0.49,56930,"Married Filing Separately"
1985,0.5,84510,"Married Filing Separately"
1984,0,0,"Married Filing Separately"
1984,0.11,1700,"Married Filing Separately"
1984,0.12,2750,"Married Filing Separately"
1984,0.14,3800,"Married Filing Separately"
1984,0.16,5950,"Married Filing Separately"
1984,0.18,8000,"Married Filing Separately"
1984,0.22,10100,"Married Filing Separately"
1984,0.25,12300,"Married Filing Separately"
1984,0.28,14950,"Married Filing Separately"
1984,0.33,17600,"Married Filing Separately"
1984,0.38,22900,"Married Filing Separately"
1984,0.42,30000,"Married Filing Separately"
1984,0.45,42800,"Married Filing Separately"
1984,0.49,54700,"Married Filing Separately"
1984,0.5,81200,"Married Filing Separately"
1983,0,0,"Married Filing Separately"
1983,0.11,1700,"Married Filing Separately"
1983,0.13,2750,"Married Filing Separately"
1983,0.15,3800,"Married Filing Separately"
1983,0.17,5950,"Married Filing Separately"
1983,0.19,8000,"Married Filing Separately"
1983,0.23,10100,"Married Filing Separately"
1983,0.26,12300,"Married Filing Separately"
1983,0.3,14950,"Married Filing Separately"
1983,0.35,17600,"Married Filing Separately"
1983,0.4,22900,"Married Filing Separately"
1983,0.44,30000,"Married Filing Separately"
1983,0.48,42800,"Married Filing Separately"
1983,0.5,54700,"Married Filing Separately"
1982,0,0,"Married Filing Separately"
1982,0.12,1700,"Married Filing Separately"
1982,0.14,2750,"Married Filing Separately"
1982,0.16,3800,"Married Filing Separately"
1982,0.19,5950,"Married Filing Separately"
1982,0.22,8000,"Married Filing Separately"
1982,0.25,10100,"Married Filing Separately"
1982,0.29,12300,"Married Filing Separately"
1982,0.33,14950,"Married Filing Separately"
1982,0.39,17600,"Married Filing Separately"
1982,0.44,22900,"Married Filing Separately"
1982,0.49,30000,"Married Filing Separately"
1982,0.5,42800,"Married Filing Separately"
1981,0,0,"Married Filing Separately"
1981,0.14,1700,"Married Filing Separately"
1981,0.16,2750,"Married Filing Separately"
1981,0.18,3800,"Married Filing Separately"
1981,0.21,5950,"Married Filing Separately"
1981,0.24,8000,"Married Filing Separately"
1981,0.28,10100,"Married Filing Separately"
1981,0.32,12300,"Married Filing Separately"
1981,0.37,14950,"Married Filing Separately"
1981,0.43,17600,"Married Filing Separately"
1981,0.49,22900,"Married Filing Separately"
1981,0.54,30000,"Married Filing Separately"
1981,0.59,42800,"Married Filing Separately"
1981,0.64,54700,"Married Filing Separately"
1981,0.68,81200,"Married Filing Separately"
1981,0.7,107700,"Married Filing Separately"
1980,0,0,"Married Filing Separately"
1980,0.14,1700,"Married Filing Separately"
1980,0.16,2750,"Married Filing Separately"
1980,0.18,3800,"Married Filing Separately"
1980,0.21,5950,"Married Filing Separately"
1980,0.24,8000,"Married Filing Separately"
